model,account,type,x,y
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,3.8473413874435795e-16
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,3.8473413874435795e-16
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,3.8473413874435795e-16
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,3.8473413874435795e-16
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,3.8473413874435795e-16
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,3.8473413874435795e-16
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,3.8473413874435795e-16
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
gemma3_1b,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,PoT,+
