model,account,type,distance
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,24.041630560342615
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,+
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,23.895606290697042
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,20.29778313018444
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,20.566963801203133
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,30.331501776206203
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,19.595917942265423
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,26.076809620810597
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,25.099800796022265
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,25.41653005427767
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,27.422618401604176
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,18.81488772222678
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,25.88435821108957
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,27.60434748368452
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,24.859605789312106
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,42.14261501141095
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,23.45207879911715
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,23.706539182259394
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,24.413111231467404
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,17.88854381999832
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,25.019992006393608
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,25.69046515733026
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,22.271057451320086
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,20.83266665599966
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,31.176914536239792
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,25.69046515733026
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,24.779023386727733
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,25.179356624028344
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,24.657656011875904
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,30.23243291566195
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,27.018512172212592
gemini-2.0-flash-thinking-exp,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,one_shot,24.899799195977465
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,24.657656011875904
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,24.06241883103193
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.166010488516726
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,26.153393661244042
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,23.643180835073778
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,16.792855623746664
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,20.688160865577203
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.166010488516726
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,19.595917942265423
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,24.859605789312106
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,22.93468988235943
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.118712081942874
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.587033144922902
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.047565179849187
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,24.331050121192877
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,22.090722034374522
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,22.135943621178654
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,28.035691537752374
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,29.765752132274432
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,18.708286933869708
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,19.79898987322333
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,20.396078054371138
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,26.795522013948524
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,40.54626986542659
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,25.553864678361276
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.633307652783937
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,31.654383582688826
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,24.124676163629637
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.400934559032695
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.071307505705477
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,22.891046284519195
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,19.467922333931785
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,21.748563170931547
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,28.178005607210743
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,28.600699292150182
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,+
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,26.038433132583073
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,24.166091947189145
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,29.46183972531247
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,28.19574435974337
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,37.92097045171708
gemini-2.0-flash-thinking-exp,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,one_shot,17.776388834631177
